10.000000, 0.300000, 0.400000, 61.900000
10.000000, 0.310000, 0.800000, 52.600000
10.000000, 0.320000, 0.300000, 34.800000
10.000000, 0.330000, 0.600000, 69.000000
10.000000, 0.340000, 0.400000, 39.700000
10.000000, 0.350000, 0.500000, 21.900000
10.000000, 0.360000, 0.700000, 40.400000
10.000000, 0.370000, 0.900000, 81.200000
10.000000, 0.380000, 0.300000, 30.400000
10.000000, 0.390000, 0.600000, 50.000000
1.000000, 0.300000, 0.400000, 39.500000
1.000000, 0.310000, 0.600000, 70.300000
1.000000, 0.320000, 0.600000, 52.800000
1.000000, 0.330000, 0.600000, 40.300000
1.000000, 0.340000, 0.800000, 41.100000
1.000000, 0.350000, 0.800000, 61.700000
1.000000, 0.360000, 0.700000, 53.400000
1.000000, 0.370000, 0.200000, 45.300000
1.000000, 0.380000, 0.700000, 37.200000
1.000000, 0.390000, 0.600000, 75.700000
2.000000, 0.300000, 0.500000, 47.400000
2.000000, 0.310000, 0.600000, 54.600000
2.000000, 0.320000, 0.500000, 59.100000
2.000000, 0.330000, 0.500000, 47.100000
2.000000, 0.340000, 0.300000, 60.800000
2.000000, 0.350000, 0.500000, 60.000000
2.000000, 0.360000, 0.500000, 56.400000
2.000000, 0.370000, 0.600000, 58.300000
2.000000, 0.380000, 0.600000, 29.400000
2.000000, 0.390000, 0.600000, 50.400000
3.000000, 0.300000, 0.300000, 40.700000
3.000000, 0.310000, 0.400000, 69.500000
3.000000, 0.320000, 0.600000, 103.200000
3.000000, 0.330000, 0.300000, 57.300000
3.000000, 0.340000, 0.600000, 73.500000
3.000000, 0.350000, 0.400000, 59.300000
3.000000, 0.360000, 0.300000, 55.400000
3.000000, 0.370000, 0.600000, 92.500000
3.000000, 0.380000, 0.500000, 52.600000
3.000000, 0.390000, 0.300000, 72.500000
4.000000, 0.300000, 0.300000, 69.300000
4.000000, 0.310000, 0.700000, 50.600000
4.000000, 0.320000, 0.400000, 35.500000
4.000000, 0.330000, 0.500000, 53.200000
4.000000, 0.340000, 0.100000, 50.200000
4.000000, 0.350000, 0.400000, 46.900000
4.000000, 0.360000, 0.400000, 68.400000
4.000000, 0.370000, 0.300000, 64.500000
4.000000, 0.380000, 0.300000, 74.100000
4.000000, 0.390000, 0.300000, 63.100000
5.000000, 0.300000, 0.600000, 60.800000
5.000000, 0.310000, 0.600000, 61.500000
5.000000, 0.320000, 0.500000, 68.900000
5.000000, 0.330000, 0.600000, 57.200000
5.000000, 0.340000, 0.600000, 47.700000
5.000000, 0.350000, 0.500000, 45.500000
5.000000, 0.360000, 0.700000, 67.100000
5.000000, 0.370000, 0.600000, 54.400000
5.000000, 0.380000, 0.600000, 43.300000
5.000000, 0.390000, 0.600000, 54.600000
6.000000, 0.300000, 0.400000, 78.800000
6.000000, 0.310000, 0.700000, 39.900000
6.000000, 0.320000, 0.700000, 58.400000
6.000000, 0.330000, 0.400000, 62.500000
6.000000, 0.340000, 0.600000, 70.100000
6.000000, 0.350000, 0.200000, 65.000000
6.000000, 0.360000, 0.300000, 33.100000
6.000000, 0.370000, 0.300000, 76.100000
6.000000, 0.380000, 0.400000, 62.700000
6.000000, 0.390000, 0.600000, 89.800000
7.000000, 0.300000, 0.200000, 56.000000
7.000000, 0.310000, 0.500000, 56.300000
7.000000, 0.320000, 0.900000, 60.300000
7.000000, 0.330000, 0.600000, 52.600000
7.000000, 0.340000, 0.400000, 60.800000
7.000000, 0.350000, 0.700000, 49.600000
7.000000, 0.360000, 0.600000, 61.600000
7.000000, 0.370000, 0.600000, 63.300000
7.000000, 0.380000, 0.700000, 87.200000
7.000000, 0.390000, 0.700000, 41.000000
8.000000, 0.300000, 0.300000, 41.800000
8.000000, 0.310000, 0.500000, 44.700000
8.000000, 0.320000, 0.500000, 80.300000
8.000000, 0.330000, 0.400000, 50.000000
8.000000, 0.340000, 0.600000, 66.700000
8.000000, 0.350000, 0.400000, 54.900000
8.000000, 0.360000, 0.600000, 70.800000
8.000000, 0.370000, 0.500000, 65.900000
8.000000, 0.380000, 0.200000, 46.300000
8.000000, 0.390000, 0.600000, 49.400000
9.000000, 0.300000, 0.300000, 54.200000
9.000000, 0.310000, 0.500000, 38.800000
9.000000, 0.320000, 0.600000, 45.100000
9.000000, 0.330000, 0.600000, 44.400000
9.000000, 0.340000, 0.400000, 38.100000
9.000000, 0.350000, 0.500000, 48.800000
9.000000, 0.360000, 0.200000, 96.600000
9.000000, 0.370000, 0.300000, 45.100000
9.000000, 0.380000, 0.300000, 61.700000
9.000000, 0.390000, 0.300000, 51.800000
